"","Accession","Gene Symbol","Coverage [%]","# Peptides","# PSMs","# AAs","MW [kDa]","Pfam IDs","Entrez Gene ID","Ensembl Gene ID","WT1","WT2","WT3","KD1","KD2","KD3","TM1","TM2","TM3","C11","C12","C13","NT1","NT2","NT3","KD_FC","KD_logP","TM_FC","TM_logP","C1_FC","C1_logP","NT_FC","NT_logP","Rest_FC","Rest_logP","# Protein Pathway Groups","Biological Process","Cellular Component","Molecular Function","Gene ID","Reactome Pathways","WikiPathways","Uniprotlink","ffatscore","ffatscore2"
"145","P50402","EMD",24,6,79,254,29,"Pf03020","2010","ENSG00000102119",28806005.1137968,24171647.2406022,18512859.1073826,16326217.4530596,23094354.0262124,20270421.2349808,31393204.896888,31777136.5740366,111704648.882813,7653494.73427392,7204161.90469888,9167793.92085714,119327.639492344,NA,NA,0.260238526415396,0.4790751664709,-1.29050029899383,0.570300697351338,1.57318828695653,2.18991687314483,7.64171721402306,NA,-0.118550792266314,0.03775830211023,12,"cell organization and biogenesis;other biological processes","other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component","cytoskeletal activity","hsa:2010; P50402; Q6FI02","RAC1 GTPase cycle; RAC3 GTPase cycle; Initiation of Nuclear Envelope (NE) Reformation; Depolymerization of the Nuclear Lamina; RHOG GTPase cycle; RAC2 GTPase cycle; RHOD GTPase cycle; Insertion of tail-anchored proteins into the endoplasmic reticulum membrane","Arrhythmogenic right ventricular cardiomyopathy; Envelope proteins and their potential roles in EDMD physiopathology; Influence of laminopathies on Wnt signaling","https://rest.uniprot.org/uniprotkb/P50402.fasta",2,2
"146","Q86UP2","KTN1",59,85,635,1357,156.2,"Pf05104","3895","ENSG00000126777",69248287.7366862,74131307.8569437,94846454.4549323,145703958.4671,70492463.3118605,84619244.7555558,181393656.805671,262758206.095201,96991708.7851563,13133600.6632106,6511128.70329882,7136308.8208691,5595524.81516238,2977177.05502979,4125168.0910831,-0.336548524079296,0.356241764655937,-1.18368022790523,0.97565649956974,3.15304738667955,3.01227547343398,4.22967276710906,3.17057515900759,0.112471846626281,0.0416522760094337,11,"transport;other biological processes","plasma membrane;other membranes;ER/Golgi","cytoskeletal activity","B4DZ88; hsa:3895; Q13999; Q14707; Q15387; Q17RZ5; Q5GGW3; Q86UP2; Q86W57","RHOA GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RND2 GTPase cycle; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; RND3 GTPase cycle; RHOG GTPase cycle; RHO GTPases activate KTN1","Glucocorticoid receptor pathway; Nuclear receptors meta-pathway","https://rest.uniprot.org/uniprotkb/Q86UP2.fasta",3.5,3.5
"147","Q9BSJ8","ESYT1",44,49,547,1104,122.8,"Pf00168, Pf17047","23344","ENSG00000139641",149087415.563203,110941417.97263,125579495.987109,216331198.940971,118098044.266433,143550001.79989,369341959.135968,378035213.067006,222762392.46875,14031841.6162666,9461453.91933879,8599647.07473989,645913.760876059,33229.1945444635,NA,-0.309811758774601,0.416624692487688,-1.33105609337413,1.71040483236299,3.58680823366561,3.33016793932064,8.56424271461115,2.529248334108,-0.0667881152903138,0.0245317642803816,7,"cell organization and biogenesis;transport","plasma membrane;other membranes;ER/Golgi","transporter activity;other molecular function","A0FGR7; A8K2S2; hsa:23344; O94848; Q6PJN4; Q9BSJ8; Q9H6J1; Q9H6W2; Q9Y416","RAC1 GTPase cycle; RAC3 GTPase cycle; RHOF GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RHOD GTPase cycle; Glycosphingolipid transport",NA,"https://rest.uniprot.org/uniprotkb/Q9BSJ8.fasta",4,4
"148","Q9NZJ5","EIF2AK3",26,22,132,1116,125.1,"Pf00069","9451","ENSG00000172071",30207448.7650693,23928740.2812416,19774832.4577181,16171954.4687289,11613560.6483178,12529510.1730639,20838087.7699433,24506530.123167,13147351.9648438,93932.0626263183,101876.425994582,NA,214798.237424719,NA,NA,0.874471885869735,1.54661954043082,0.337550936872629,0.496686138626131,7.97523989254636,2.08640422933708,6.8417010470399,NA,1.1601559265377,1.42980222022467,13,"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes","other membranes;cytosol;ER/Golgi;nucleus;other cell component","kinase activity;other molecular function","A0AVH1; A0AVH2; B2RCU9; hsa:9451; O95846; Q53QY0; Q53SB1; Q9NZJ5","KEAP1-NFE2L2 pathway; ALK mutants bind TKIs; Signaling by ALK fusions and activated point mutants; PERK regulates gene expression","Translation factors; Alzheimer's disease and miRNA effects; Photodynamic therapy-induced unfolded protein response; VEGFA-VEGFR2 signaling; Nonalcoholic fatty liver disease; Measles virus infection; Unfolded protein response; 7q11.23 copy number variation syndrome; Alzheimer's disease","https://rest.uniprot.org/uniprotkb/Q9NZJ5.fasta",4.5,4
"149","P62195","PSMC5",8,3,5,406,45.6,"Pf00004, Pf16450, Pf17862","5705","ENSG00000087191",NA,134151.136142754,868434.980806913,NA,NA,265315.336485267,101841.860160166,NA,1037557.40625,NA,167904.507832487,NA,NA,NA,NA,0.917946184319057,NA,-0.184547220430892,0.0367160833060027,1.57801329322514,NA,NA,NA,0.350556870551336,0.0977990620943239,65,"protein metabolism;other metabolic processes;other biological processes","cytosol;nucleus;other cell component","signal transduction activity or receptor binding;other molecular function","A8K3Z3; A8K763; hsa:5705; O35051; O43208; P47210; P52915; P52916; P62195","Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Separation of Sister Chromatids; Ub-specific processing proteases; UCH proteinases; FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; ER-Phagosome pathway; Cross-presentation of soluble exogenous antigens (endosomes); SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; The role of GTSE1 in G2/M progression after G2 checkpoint; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Regulation of PTEN stability and activity; Neddylation; Regulation of expression of SLITs and ROBOs; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; Somitogenesis; Autodegradation of Cdh1 by Cdh1:APC/C; SCF(Skp2)-mediated degradation of p27/p21; Assembly of the pre-replicative complex; Regulation of RUNX3 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","Proteasome degradation; Alzheimer's disease and miRNA effects; Parkin-ubiquitin proteasomal system pathway; Pregnane X receptor pathway; Nuclear receptors meta-pathway; Alzheimer's disease","https://rest.uniprot.org/uniprotkb/P62195.fasta",5.5,4
"150","Q9BZF1","OSBPL8",32,23,141,889,101.1,"Pf00169, Pf01237","114882","ENSG00000091039",9249120.91652386,9486503.54555494,22024919.8355071,29850418.040779,7887092.67586993,18326795.0105271,27122724.9508766,23689032.1614284,32767716.453125,889341.432707701,792416.350809148,2843763.47405885,26776.8408479339,3756165.70897753,7285590.7374299,-0.459909230589141,0.267789952368224,-1.0359753549952,1.34033736430644,3.17101743766302,1.32349694096938,1.88070925624349,0.98477862170196,0.0707650145788295,0.0297885615485712,1,"cell organization and biogenesis;other metabolic processes;transport;other biological processes","other membranes;cytosol;ER/Golgi;nucleus;other cell component","transporter activity;other molecular function","A8K1T2; E9PE66; E9PE68; hsa:114882; Q52LQ3; Q68D75; Q8WXP8; Q9BZF1; Q9P277","Acyl chain remodelling of PS",NA,"https://rest.uniprot.org/uniprotkb/Q9BZF1.fasta",5,4
"151","Q14739","LBR",33,35,466,615,70.7,"Pf01222, Pf09465","3930","ENSG00000143815",84346216.1645346,375204867.900535,306856148.588958,161154317.585278,226441229.084559,362956410.264546,417843548.267406,308446069.539405,667446327.820313,8848145.44484883,10008089.9936283,42731676.3908223,1856930.23964352,1995425.1112251,1475019.63122305,0.0301592301619158,0.0165364519414978,-0.862774175938112,0.690757085078708,3.63739205720958,1.24629995414531,7.16854253318352,1.35068320497982,0.471351479353714,0.217775667917808,18,"other metabolic processes;other biological processes","other membranes;ER/Golgi;nucleus;other cell component","nucleic acid binding activity;other molecular function","B2R5P3; hsa:3930; Q14739; Q14740; Q53GU7; Q59FE6","RHOC GTPase cycle; RHOA GTPase cycle; RHOD GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; Regulation of MECP2 expression and activity; Initiation of Nuclear Envelope (NE) Reformation; Cholesterol biosynthesis","Gastric cancer network 2; Envelope proteins and their potential roles in EDMD physiopathology; Cholesterol metabolism with Bloch and Kandutsch-Russell pathways; Cholesterol biosynthesis with skeletal dysplasias; Cholesterol synthesis disorders; Cholesterol metabolism; Enterocyte cholesterol metabolism","https://rest.uniprot.org/uniprotkb/Q14739.fasta",4.5,4
"152","O43156","TTI1",5,5,5,1089,122,"Pf21547","9675","ENSG00000101407",107531.370277462,NA,112222.744998188,471983.168614116,NA,336416.507681077,4133746.65859804,2618336.25948951,1711551.796875,149133.628048951,NA,NA,NA,NA,NA,-1.8791785614442,1.307897342478,-4.6823527745906,1.22950505867155,-0.44071542413082,NA,NA,NA,-3.83698134522468,0.584173192534488,2,"cell organization and biogenesis;other biological processes","nucleus;other cell component",NA,"D6W4K3; hsa:9675; O43156; Q5JX67; Q96A38; Q9BR47; Q9H4K0",NA,"Fragile X syndrome; Pleural mesothelioma","https://rest.uniprot.org/uniprotkb/O43156.fasta",4.5,4
"153","Q8NC44","RETREG2",14,5,23,543,57.8,NA,"79137","ENSG00000144567",4656717.4248844,5772537.84088447,3555541.00964793,3864281.8776197,4684311.34300797,2945795.06206976,16405700.7412461,9850149.5374903,9946418.5,NA,156710.944647453,214808.227529343,NA,115869.554599793,NA,0.282929547766062,0.437474681359766,-1.3722208757471,1.51338999035453,4.64931626376068,1.90830070252689,5.33025138683624,NA,-0.199733796876084,0.0750530680634937,0,"cell organization and biogenesis;other metabolic processes","other membranes;ER/Golgi","other molecular function","hsa:79137; Q6P1P5; Q8NC44; Q9H0K7",NA,NA,"https://rest.uniprot.org/uniprotkb/Q8NC44.fasta",6,4
"154","Q07065","CKAP4",73,45,243,602,66,NA,"10970","ENSG00000136026",9853139.62713137,32246861.7147232,21741971.8102046,34774446.371319,39095387.5055061,39685580.34616,142622120.62935,133761336.358725,206491886.359375,1132493.87091018,941666.545219834,1327650.03809008,84409.2828895527,NA,NA,-0.830819347653548,1.17145565842326,-2.91907365181188,2.37538341341615,4.2301305786584,1.44695502134366,7.97792535761922,NA,-1.49522011889371,0.398815557837452,6,NA,"plasma membrane;other membranes;cytoskeleton;ER/Golgi;other cytoplasmic organelle;other cell component",NA,"hsa:10970; Q07065; Q504S5; Q53ES6","Neutrophil degranulation; RND2 GTPase cycle; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; RND3 GTPase cycle; Surfactant metabolism",NA,"https://rest.uniprot.org/uniprotkb/Q07065.fasta",3.5,3.5
"155","P26196","DDX6",14,4,5,483,54.4,"Pf00270, Pf00271","1656","ENSG00000110367",197144.946529779,NA,1370675.40930097,106260.243521432,929075.885314558,473465.733088181,860662.344276357,144027.714955067,1244588.84375,NA,NA,1730569.41814763,NA,NA,NA,0.640319401125547,0.196899545937662,0.0642602010816471,0.0184281021422019,-1.14248655146058,NA,NA,NA,-0.000336208710832929,0.000120738739504156,1,"cell organization and biogenesis;developmental processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","hsa:1656; P26196; Q5D048","mRNA decay by 5' to 3' exoribonuclease",NA,"https://rest.uniprot.org/uniprotkb/P26196.fasta",5.5,4
"156","Q9Y2K6","USP20",4,4,8,914,101.9,"Pf00443, Pf02148, Pf06337","10868","ENSG00000136878",1111598.51770315,1035242.42818593,1360386.96708938,220896.369476793,NA,283161.569505547,668396.430800051,480240.526475058,546746.7890625,175742.780396365,NA,90147.4712999453,NA,NA,NA,2.21370720564163,2.24364136959844,1.04871932429954,2.23468894090574,3.13646589479854,2.37847181557029,NA,NA,1.73094169986557,3.38979137446122,1,"protein metabolism;other metabolic processes;stress response;transport;other biological processes","cytosol;cytoskeleton;ER/Golgi;other cell component","signal transduction activity or receptor binding;other molecular function","hsa:10868; Q541F1; Q8IXQ1; Q96LG5; Q9UQN8; Q9UQP0; Q9Y2K6","Ub-specific processing proteases",NA,"https://rest.uniprot.org/uniprotkb/Q9Y2K6.fasta",2.5,2.5
"157","Q3KR37","GRAMD1B",33,24,139,738,85.3,"Pf02893, Pf16016","57476","ENSG00000023171",58473689.6822059,60178691.2857151,64215842.524646,68902415.4500468,35735347.53105,46319346.7425121,49214487.0299275,82588421.9949309,35451403.1347656,23748957.621036,27591117.7948298,11507751.9212848,67777993.302159,69247573.5730071,63826228.1535563,0.276665697738964,0.463022369248519,0.128760996735338,0.136260925535615,1.54086962737832,2.8330307693957,-0.135326951200856,1.19931021116173,0.330005776068857,0.443371901854671,1,"cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component","transporter activity;other molecular function","B3KXJ5; E7EPH8; hsa:57476; Q3KR37; Q6UW85; Q9ULL9",NA,"Ectoderm differentiation","https://rest.uniprot.org/uniprotkb/Q3KR37.fasta",4,4
"158","P08240","SRPRA",60,49,928,638,69.8,"Pf00448, Pf02881, Pf04086","6734","ENSG00000182934",311106158.215297,488894285.589237,414154050.817638,450212517.769385,503295858.46568,504632475.85577,672757471.612275,607938964.537277,1080114642.41833,41334456.9078285,33172605.08411,50771623.6723109,6237542.41999791,15606306.1719717,6934771.90119559,-0.26417807801712,0.677039348142277,-0.959330587576952,1.14848488078814,3.27673912125705,2.66106845148576,5.39881076025964,2.80514674226941,0.289719860910623,0.134174582105624,2,"cell organization and biogenesis;other biological processes","other membranes;ER/Golgi","other molecular function","A6NIB3; B2R5Z8; B4E0H3; E9PJS4; hsa:6734; P08240; Q9BVJ4","SRP-dependent cotranslational protein targeting to membrane; XBP1(S) activates chaperone genes",NA,"https://rest.uniprot.org/uniprotkb/P08240.fasta",4.5,4
"159","Q8WXF7","ATL1",30,16,55,558,63.5,"Pf02263","51062","ENSG00000198513",107577.616810111,8520173.47599941,5783754.28055879,4808071.39276449,11960904.5736683,13145656.0824554,16683077.416987,10246025.8570196,21771102.1601563,139630.603133811,NA,386431.220954756,NA,NA,NA,-1.05363027584416,0.649951441832553,-1.75670681604878,1.28985159508677,4.19088237253166,0.60047349753057,NA,NA,-1.04216491794518,0.500795125332798,0,"cell organization and biogenesis;developmental processes","other membranes;ER/Golgi;other cell component","other molecular function","A6NND5; A8K2C0; G5E9T1; hsa:51062; O95890; Q69YH7; Q8WXF7; Q96FK0",NA,NA,"https://rest.uniprot.org/uniprotkb/Q8WXF7.fasta",4.5,4
"160","Q5VV42","CDKAL1",40,19,79,579,65.1,"Pf00919, Pf01938, Pf04055","54901","ENSG00000145996",3557054.77135751,18033933.6309934,9628100.39199726,11593671.9701199,14691684.8348535,18537868.104375,20292381.2653941,20286689.9734352,40565871.015625,NA,264122.518353879,209080.530987172,NA,NA,NA,-0.521818021235862,0.414590118377828,-1.37807274538798,0.9803730151599,5.45886274789451,0.803581914503573,NA,NA,-0.602930740831235,0.284906893756161,2,"protein metabolism;RNA metabolism OR transcription;other metabolic processes","other membranes;ER/Golgi","other molecular function","A8K6S0; hsa:54901; Q5VV42; Q6P385; Q6ZR27; Q9NXB3","tRNA modification in the nucleus and cytosol","Vitamin D receptor pathway","https://rest.uniprot.org/uniprotkb/Q5VV42.fasta",4,4
"161","Q9NV66","TYW1",23,14,73,732,83.6,"Pf00258, Pf04055, Pf08608","55253","ENSG00000198874",12500989.2671421,16515516.0131158,9599591.0141046,7885410.81645872,12950822.4650937,10160573.8907012,15236772.6929659,11198728.7679839,20039503.59375,382579.363018245,534399.323945039,615058.942194963,NA,NA,NA,0.317082711176985,0.438640133456787,-0.267252692603463,0.332399196914599,4.65567869187123,2.45326242321589,NA,NA,0.552241872667584,0.434480477741411,1,"RNA metabolism OR transcription;other metabolic processes",NA,"other molecular function","hsa:55253; Q6PJG8; Q75MG8; Q75MN3; Q86V12; Q8IVS7; Q9H9C4; Q9NV66","Synthesis of wybutosine at G37 of tRNA(Phe)",NA,"https://rest.uniprot.org/uniprotkb/Q9NV66.fasta",3,3
"162","A0FGR8","ESYT2",49,44,367,921,102.3,"Pf00168, Pf17047","57488","ENSG00000117868",72681913.9568196,100001664.784195,50272702.0714965,86762361.6587252,129987810.912362,84857219.5446641,47503003.2625737,44173947.0235796,39057400.0234375,10901420.0078841,8629856.21552566,10254951.2870811,593115.648238178,587481.184466745,580096.060558825,-0.435910946337988,0.565653706787788,0.770122584302913,0.988036331768828,2.90404352195795,1.95673038097529,6.98447374081735,2.1643784679222,0.942982253825857,0.716336761082373,1,"cell organization and biogenesis;transport","plasma membrane;other membranes;cytosol;ER/Golgi;other cell component","other molecular function","A0FGR8; A4D229; hsa:57488; Q69YJ2; Q6UKI4; Q6ZTU0; Q6ZVU1; Q9BQS0; Q9NW47; Q9ULJ2","Glycosphingolipid transport",NA,"https://rest.uniprot.org/uniprotkb/A0FGR8.fasta",3.5,3.5
